id,issue_date,employment_length,home_ownership,income_category,annual_income,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_payment,installment,region
36251010,2014-12-18,10.0,MORTGAGE,Low,80750,33825, 36 months,debt_consolidation,High,Good Loan,13.66,C,20.11,15027.9,1150.49,munster
36530628,2014-12-18,10.0,MORTGAGE,Medium,200000,18425, 60 months,debt_consolidation,High,Good Loan,14.99,C,6.61,5666.43,438.24,leinster
36281684,2014-12-18,6.05,MORTGAGE,Medium,104000,35000, 36 months,debt_consolidation,High,Good Loan,14.31,C,17.13,15591.68,1201.5,Northern-Irl
36240652,2014-12-18,1.0,RENT,Medium,105000,16000, 60 months,credit_card,Low,Good Loan,12.39,C,16.7,4854.26,359.08,munster
36540263,2014-12-18,10.0,RENT,Low,60000,11200, 60 months,debt_consolidation,High,Bad Loan,16.49,D,37.81,3007.67,275.29,cannught
36920194,2014-12-18,10.0,MORTGAGE,Low,44004,11200, 60 months,small_business,High,Good Loan,19.99,E,23.53,3844.27,296.67,leinster
36808171,2014-12-18,8.0,RENT,Low,31200,5000, 36 months,credit_card,Low,Good Loan,6.49,A,12.77,1990.19,153.23,Northern-Irl
36381654,2014-12-18,10.0,RENT,Medium,160000,14000, 36 months,other,Low,Good Loan,8.67,B,5.36,5746.16,443.05,leinster
36451198,2014-12-18,6.0,MORTGAGE,Medium,170000,35000, 36 months,debt_consolidation,High,Good Loan,19.24,E,19.19,16696.45,1287.22,Northern-Irl
36890158,2014-12-18,1.0,MORTGAGE,Low,73000,8500, 36 months,debt_consolidation,Low,Good Loan,9.49,B,7.09,3534.77,272.25,Northern-Irl
37810539,2014-12-18,10.0,MORTGAGE,Low,80000,20000, 60 months,small_business,High,Good Loan,15.99,D,33.6,21557.06,486.26,Northern-Irl
36540419,2014-12-18,4.0,RENT,Low,76000,2100, 36 months,debt_consolidation,High,Good Loan,14.31,C,19.91,935.5,72.09,leinster
37690293,2014-12-18,1.0,OWN,Low,94000,15000, 36 months,debt_consolidation,Low,Good Loan,11.44,B,16.32,5921.11,494.22,cannught
36591464,2014-12-18,10.0,MORTGAGE,Low,66858,12750, 36 months,home_improvement,High,Good Loan,17.14,D,14.58,5908.97,455.47,munster
37640713,2014-12-18,10.0,RENT,Low,38000,13475, 60 months,credit_card,Low,Good Loan,12.39,C,27.98,3912.78,302.41,Northern-Irl
35693612,2014-12-18,5.0,MORTGAGE,Low,50000,12000, 60 months,debt_consolidation,Low,Bad Loan,11.44,B,15.41,3154.97,263.55,cannught
36900159,2014-12-18,10.0,MORTGAGE,Low,50000,5000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,25.61,2019.55,155.51,munster
37277343,2014-12-18,5.0,MORTGAGE,Low,68550,1400, 36 months,other,High,Good Loan,13.66,C,26.47,1474.53,47.62,leinster
36890223,2014-12-18,10.0,MORTGAGE,Low,42000,14900, 60 months,home_improvement,High,Good Loan,23.99,F,21.07,5551.42,428.56,cannught
36361346,2014-12-18,9.0,RENT,Low,42000,10000, 36 months,debt_consolidation,High,Bad Loan,16.49,D,24.06,3521.68,354.0,Northern-Irl
36860125,2014-12-18,10.0,MORTGAGE,Low,50000,22950, 60 months,debt_consolidation,High,Good Loan,15.99,D,7.01,7212.97,557.98,cannught
36441724,2014-12-18,9.0,RENT,Low,75000,35000, 60 months,debt_consolidation,High,Good Loan,19.99,E,30.14,11974.56,927.1,munster
37670285,2014-12-18,10.0,MORTGAGE,Low,57000,16000, 60 months,credit_card,Low,Good Loan,10.49,B,19.54,4451.14,343.83,Northern-Irl
36119329,2014-12-18,10.0,RENT,Low,65303,2000, 36 months,debt_consolidation,Low,Good Loan,10.49,B,17.72,843.83,65.0,leinster
36651134,2014-12-18,3.0,MORTGAGE,Low,90000,15000, 60 months,home_improvement,High,Good Loan,13.66,C,16.38,4491.69,346.39,Northern-Irl
37710379,2014-12-18,5.0,RENT,Low,72000,16000, 36 months,credit_card,Low,Good Loan,6.99,A,12.27,6409.18,493.97,Northern-Irl
36361734,2014-12-18,10.0,OWN,Low,50000,19975, 36 months,credit_card,High,Good Loan,17.14,D,31.37,9257.26,713.56,munster
37237312,2014-12-18,4.0,MORTGAGE,High,250000,12000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,17.59,4811.58,370.48,leinster
36049010,2014-12-18,10.0,OWN,High,230000,35000, 60 months,home_improvement,High,Bad Loan,18.54,E,13.83,10806.88,899.09,Northern-Irl
36661301,2014-12-18,4.0,RENT,Low,30000,12000, 36 months,debt_consolidation,Low,Good Loan,6.49,A,23.64,4771.97,367.74,Northern-Irl
35948245,2014-12-18,3.0,RENT,Medium,108000,7000, 36 months,credit_card,Low,Good Loan,8.19,A,9.78,2856.43,219.97,ulster
36561373,2014-12-18,1.0,RENT,Low,65000,18650, 36 months,credit_card,Low,Bad Loan,12.39,C,22.53,4381.64,622.93,leinster
37770480,2014-12-18,10.0,MORTGAGE,Medium,134000,35000, 36 months,credit_card,Low,Good Loan,8.19,A,15.7,14266.2,1099.85,Northern-Irl
36341617,2014-12-18,6.05,OWN,Low,19500,8000, 36 months,credit_card,High,Good Loan,14.31,C,30.95,3563.83,274.63,Northern-Irl
37800826,2014-12-18,6.05,MORTGAGE,Low,77000,25000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,16.55,9122.3,760.89,Northern-Irl
37297137,2014-12-18,6.0,MORTGAGE,Low,35000,6000, 36 months,credit_card,Low,Good Loan,12.99,C,31.14,2619.16,202.14,munster
37051269,2014-12-18,10.0,RENT,Low,45000,12800, 36 months,credit_card,Low,Good Loan,9.49,B,23.87,5322.86,409.97,munster
36840231,2014-12-18,10.0,RENT,Low,40000,12000, 60 months,debt_consolidation,High,Bad Loan,22.99,F,28.59,999.33,338.22,cannught
37750380,2014-12-18,10.0,MORTGAGE,Medium,160000,16000, 36 months,debt_consolidation,Low,Good Loan,6.49,A,13.91,16661.54,490.32,Northern-Irl
36880331,2014-12-18,9.0,MORTGAGE,Low,43000,3000, 36 months,home_improvement,High,Good Loan,14.99,C,28.52,1351.21,103.99,ulster
37740376,2014-12-18,10.0,MORTGAGE,Medium,113000,28000, 60 months,debt_consolidation,High,Good Loan,13.66,C,10.86,8363.17,646.59,leinster
37720144,2014-12-18,10.0,MORTGAGE,Low,85000,18650, 60 months,debt_consolidation,High,Good Loan,19.99,E,13.41,5886.7,494.01,cannught
35999582,2014-12-18,2.0,MORTGAGE,Low,75000,35000, 36 months,credit_card,Low,Good Loan,8.19,A,23.3,14282.13,1099.85,munster
36029786,2014-12-18,10.0,MORTGAGE,Low,72000,20000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,18.65,20890.08,628.49,leinster
37710420,2014-12-18,10.0,MORTGAGE,Medium,125000,25000, 36 months,credit_card,Low,Good Loan,6.99,A,14.66,10014.24,771.82,munster
37840388,2014-12-18,6.0,RENT,Low,60000,12000, 36 months,credit_card,Low,Good Loan,11.44,B,28.44,5124.56,395.37,Northern-Irl
37660825,2014-12-18,10.0,MORTGAGE,Low,47000,16000, 36 months,debt_consolidation,High,Good Loan,18.54,E,13.33,7516.49,582.79,cannught
36980248,2014-12-18,8.0,MORTGAGE,Low,80000,9000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,2.57,3698.32,284.82,Northern-Irl
37077200,2014-12-18,5.0,RENT,Low,74000,20400, 60 months,debt_consolidation,High,Bad Loan,15.99,D,11.51,5444.34,495.98,ulster
36940285,2014-12-18,3.0,MORTGAGE,Low,80262,21250, 36 months,credit_card,Low,Good Loan,6.03,A,16.07,8400.76,646.76,ulster
37257155,2014-12-18,0.5,RENT,Low,31200,10975, 36 months,debt_consolidation,Low,Good Loan,9.49,B,36.31,4558.19,351.52,ulster
36723283,2014-12-18,2.0,RENT,Low,91000,25000, 60 months,debt_consolidation,Low,Good Loan,9.49,B,16.1,6797.73,524.93,Northern-Irl
37277254,2014-12-18,0.5,OWN,Low,27000,8475, 36 months,debt_consolidation,Low,Good Loan,6.49,A,19.02,3373.3,259.72,leinster
36581330,2014-12-18,10.0,RENT,Low,43680,17425, 60 months,debt_consolidation,High,Good Loan,19.99,E,12.28,5500.02,461.56,Northern-Irl
36530470,2014-12-18,8.0,MORTGAGE,Low,64099,11175, 36 months,debt_consolidation,Low,Good Loan,8.67,B,23.07,4592.07,353.65,leinster
36820205,2014-12-18,8.0,MORTGAGE,Low,90000,30000, 60 months,debt_consolidation,High,Good Loan,21.99,E,25.32,10732.55,828.4,Northern-Irl
36830232,2014-12-18,8.0,MORTGAGE,Low,44492,22125, 60 months,debt_consolidation,High,Good Loan,19.99,E,34.07,7008.15,586.06,leinster
35979513,2014-12-18,2.0,RENT,Low,31000,15475, 60 months,debt_consolidation,High,Good Loan,13.66,C,12.78,4622.19,357.36,leinster
37710526,2014-12-18,10.0,MORTGAGE,Low,89000,11475, 60 months,debt_consolidation,High,Bad Loan,26.06,G,1.28,3062.59,343.98,leinster
36950252,2014-12-18,10.0,RENT,Low,97000,10000, 36 months,debt_consolidation,High,Good Loan,13.66,C,6.71,11120.3,340.13,cannught
36940237,2014-12-18,10.0,MORTGAGE,Low,52000,15000, 36 months,credit_card,Low,Good Loan,12.99,C,34.76,6547.77,505.34,Northern-Irl
36331320,2014-12-18,10.0,MORTGAGE,Medium,110000,6000, 36 months,major_purchase,High,Good Loan,14.31,C,20.86,2668.2,205.98,cannught
36880339,2014-12-18,7.0,OWN,Low,52000,10000, 36 months,credit_card,Low,Good Loan,10.49,B,4.59,4218.91,324.98,munster
36491220,2014-12-18,2.0,MORTGAGE,Low,62000,15000, 60 months,credit_card,Low,Good Loan,10.49,B,25.34,4181.68,322.34,cannught
37750802,2014-12-18,3.0,MORTGAGE,Low,74325,18500, 60 months,debt_consolidation,High,Good Loan,21.99,E,11.62,6595.85,510.85,munster
36601454,2014-12-18,1.0,MORTGAGE,Low,65000,12000, 60 months,debt_consolidation,High,Good Loan,14.31,C,14.31,3636.0,281.16,Northern-Irl
36601208,2014-12-18,7.0,MORTGAGE,Low,47850,10000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,16.08,2884.54,222.4,ulster
37610643,2014-12-18,10.0,MORTGAGE,Low,96000,25000, 60 months,debt_consolidation,High,Good Loan,19.99,E,27.66,8553.2,662.21,leinster
36763235,2014-12-18,4.0,MORTGAGE,Low,70350,12000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,14.29,4846.87,373.22,cannught
36351798,2014-12-18,3.0,RENT,Low,42000,12000, 36 months,debt_consolidation,Low,Good Loan,10.49,B,21.41,5062.75,389.98,ulster
37077287,2014-12-18,0.5,RENT,Medium,130000,20800, 36 months,credit_card,Low,Good Loan,6.49,A,9.86,8271.33,637.41,leinster
36540205,2014-12-18,2.0,OWN,Medium,105000,15000, 36 months,credit_card,Low,Good Loan,6.49,A,8.81,5970.3,459.67,munster
36763206,2014-12-18,4.0,OWN,Low,75000,15000, 36 months,home_improvement,Low,Good Loan,10.49,B,20.35,15586.98,487.47,cannught
36701406,2014-12-18,10.0,MORTGAGE,Low,92058,13000, 60 months,debt_consolidation,Low,Good Loan,11.44,B,5.06,3695.24,285.52,Northern-Irl
37600466,2014-12-18,2.0,MORTGAGE,Medium,106000,20000, 36 months,credit_card,Low,Good Loan,6.49,A,13.19,7953.15,612.89,leinster
37650560,2014-12-18,0.5,RENT,Low,60000,15000, 60 months,credit_card,High,Good Loan,16.49,D,7.7,4765.49,368.69,munster
36411810,2014-12-18,0.5,MORTGAGE,Low,85000,7125, 36 months,home_improvement,High,Good Loan,14.99,C,10.66,5704.55,246.96,munster
37740134,2014-12-18,3.0,MORTGAGE,Low,39000,9600, 36 months,debt_consolidation,High,Bad Loan,14.31,C,9.85,3939.46,329.56,cannught
36371272,2014-12-18,10.0,MORTGAGE,Low,59000,15000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,8.5,6163.88,474.7,cannught
36281687,2014-12-18,3.0,MORTGAGE,Medium,133200,31200, 60 months,other,High,Good Loan,14.31,C,7.35,9478.2,731.0,Northern-Irl
36581231,2014-12-18,10.0,MORTGAGE,Medium,109818,26400, 36 months,debt_consolidation,Low,Good Loan,12.99,C,15.26,11524.1,889.4,leinster
37157311,2014-12-18,6.0,RENT,Low,85000,16000, 36 months,credit_card,Low,Good Loan,8.19,A,12.23,16382.04,502.79,leinster
37600795,2014-12-18,2.0,MORTGAGE,Low,59000,6300, 36 months,debt_consolidation,High,Good Loan,14.99,C,12.96,6429.76,218.37,ulster
36621233,2014-12-18,2.0,MORTGAGE,Low,30000,11000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,27.13,4488.71,345.67,ulster
36540180,2014-12-18,3.0,MORTGAGE,Medium,170000,18400, 36 months,home_improvement,Low,Good Loan,6.03,A,3.11,19028.07,560.02,leinster
36280441,2014-12-18,5.0,MORTGAGE,Low,63000,16000, 60 months,debt_consolidation,Low,Good Loan,12.39,C,24.88,4646.01,359.08,munster
36701135,2014-12-18,10.0,RENT,Low,43000,10000, 60 months,debt_consolidation,High,Good Loan,14.99,C,24.92,3083.72,237.85,Northern-Irl
36671147,2014-12-18,2.0,MORTGAGE,Low,39000,17000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,16.57,5015.09,386.72,leinster
37780684,2014-12-18,1.0,RENT,Low,25000,2000, 36 months,other,High,Good Loan,19.99,E,20.16,961.72,74.32,leinster
36773148,2014-12-18,10.0,MORTGAGE,Low,68000,20000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,13.87,8621.28,664.2,cannught
36251795,2014-12-18,10.0,MORTGAGE,Low,75000,25000, 36 months,credit_card,Low,Good Loan,10.49,B,19.42,10557.87,812.45,Northern-Irl
36381530,2014-12-18,2.0,MORTGAGE,Medium,115000,20000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,22.91,7899.96,608.72,ulster
36661200,2014-12-18,10.0,MORTGAGE,Low,56000,7500, 36 months,debt_consolidation,Low,Good Loan,12.99,C,19.2,3279.3,252.67,cannught
36651148,2014-12-18,3.0,OWN,Low,55000,6000, 36 months,credit_card,Low,Good Loan,6.03,A,17.8,2372.05,182.62,leinster
33411479,2014-12-18,10.0,OWN,Low,38000,12800, 36 months,credit_card,Low,Good Loan,9.49,B,7.37,5322.86,409.97,cannught
37097271,2014-12-18,10.0,MORTGAGE,Low,95000,15000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,9.99,6156.65,474.7,Northern-Irl
36661361,2014-12-18,1.0,RENT,Low,40000,12000, 36 months,car,High,Good Loan,13.66,C,11.85,4879.71,408.16,ulster
36381760,2014-12-18,3.0,RENT,Low,45000,16000, 60 months,debt_consolidation,High,Good Loan,17.86,D,32.49,5234.29,405.08,ulster
36940112,2014-12-18,1.0,MORTGAGE,Medium,129000,5000, 36 months,home_improvement,High,Good Loan,13.66,C,14.66,2207.12,170.07,leinster
34812969,2014-12-18,0.5,MORTGAGE,Low,72000,25000, 60 months,credit_card,Low,Good Loan,8.19,A,24.32,6608.09,509.19,leinster
37217242,2014-12-18,9.0,MORTGAGE,Low,40000,6000, 36 months,debt_consolidation,Low,Good Loan,12.39,C,16.08,2597.07,200.41,leinster
36350120,2014-12-18,0.5,MORTGAGE,Low,25000,10000, 36 months,major_purchase,High,Good Loan,13.66,C,4.64,4414.1,340.13,ulster
36551377,2014-12-18,10.0,RENT,Low,45000,15000, 60 months,credit_card,High,Good Loan,14.99,C,30.43,4613.16,356.78,cannught
37257379,2014-12-18,5.0,RENT,Low,68000,20000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,19.22,8019.21,617.46,ulster
36451214,2014-12-18,3.0,RENT,Low,42000,7000, 36 months,debt_consolidation,Low,Bad Loan,12.99,C,17.9,2834.86,235.83,Northern-Irl
36201880,2014-12-18,2.0,RENT,Low,30000,12600, 60 months,debt_consolidation,High,Good Loan,19.99,E,27.2,4324.89,333.76,ulster
36530475,2014-12-18,8.0,MORTGAGE,Low,95000,30000, 60 months,debt_consolidation,High,Good Loan,25.57,F,15.77,11535.18,890.6,ulster
37700560,2014-12-18,10.0,OWN,Medium,130000,7200, 36 months,major_purchase,Low,Good Loan,6.03,A,11.8,2627.53,219.14,munster
36018353,2014-12-18,5.0,MORTGAGE,Low,99000,2800, 36 months,debt_consolidation,Low,Good Loan,6.99,A,17.44,2826.34,86.45,leinster
36231869,2014-12-18,3.0,MORTGAGE,Medium,180000,11000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,7.69,4442.98,342.12,Northern-Irl
37670707,2014-12-18,0.5,MORTGAGE,Low,62000,16375, 36 months,debt_consolidation,Low,Good Loan,6.03,A,9.5,5969.71,498.39,leinster
36221999,2014-12-18,2.0,MORTGAGE,Medium,188000,8000, 36 months,other,High,Good Loan,15.59,D,0.52,3628.39,279.64,munster
37277202,2014-12-18,2.0,MORTGAGE,Low,77500,10200, 60 months,debt_consolidation,Low,Good Loan,10.49,B,21.83,2843.53,219.19,leinster
36540347,2014-12-18,0.5,RENT,Medium,115000,20000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,12.31,8152.17,628.49,ulster
37097356,2014-12-18,10.0,MORTGAGE,Low,65000,22000, 36 months,debt_consolidation,Low,Good Loan,9.49,B,10.58,9148.59,704.63,cannught
37600434,2014-12-18,7.0,MORTGAGE,Low,52000,4500, 36 months,debt_consolidation,Low,Good Loan,9.49,B,16.11,1868.95,144.13,Northern-Irl
36651348,2014-12-18,9.0,RENT,Low,67000,6500, 36 months,debt_consolidation,Low,Bad Loan,10.49,B,9.48,1474.89,211.24,Northern-Irl
37720591,2014-12-18,4.0,RENT,Low,32000,11000, 36 months,credit_card,High,Good Loan,13.66,C,7.16,4847.25,374.15,leinster
36661372,2014-12-18,5.0,RENT,Low,78000,15000, 36 months,credit_card,Low,Good Loan,6.99,A,8.12,6014.35,463.09,cannught
36491425,2014-12-18,3.0,RENT,Low,26416,1200, 36 months,credit_card,High,Bad Loan,13.66,C,20.89,488.02,40.82,munster
36221506,2014-12-18,6.0,MORTGAGE,Medium,185000,35000, 60 months,small_business,High,Good Loan,18.54,E,7.38,38436.53,899.09,leinster
37750215,2014-12-18,2.0,MORTGAGE,Low,95000,18000, 36 months,credit_card,Low,Good Loan,6.99,A,5.72,7210.25,555.71,munster
36691284,2014-12-18,6.05,MORTGAGE,Low,100000,35000, 36 months,debt_consolidation,Low,Good Loan,12.99,C,35.9,15303.3,1179.12,leinster
36651312,2014-12-18,3.0,RENT,Low,60000,15000, 36 months,debt_consolidation,Low,Good Loan,10.49,B,12.62,15684.63,487.47,ulster
37307322,2014-12-18,2.0,MORTGAGE,Medium,125000,22900, 36 months,credit_card,Low,Good Loan,8.67,B,35.5,24399.36,724.71,ulster
37067627,2014-12-18,6.05,MORTGAGE,Low,62000,6000, 36 months,major_purchase,High,Good Loan,15.59,D,23.77,2716.1,209.73,cannught
36783308,2014-12-18,2.0,RENT,Low,62000,18000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,21.74,7396.65,569.64,Northern-Irl
36220931,2014-12-18,4.0,OWN,Low,40000,14375, 60 months,debt_consolidation,High,Good Loan,18.54,E,26.49,4770.9,369.27,ulster
36371633,2014-12-18,1.0,MORTGAGE,Low,85000,20000, 60 months,debt_consolidation,Low,Good Loan,10.49,B,19.33,5575.48,429.78,leinster
36980380,2014-12-18,2.0,RENT,Low,43000,1000, 36 months,other,High,Good Loan,14.99,C,15.99,464.04,34.67,leinster
37277416,2014-12-18,2.0,MORTGAGE,Medium,190000,35000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,19.03,14266.2,1099.85,ulster
36520294,2014-12-18,2.0,RENT,Low,60000,20000, 36 months,debt_consolidation,Low,Good Loan,12.39,C,11.94,8670.49,668.02,ulster
37760884,2014-12-18,10.0,MORTGAGE,Low,60000,20000, 36 months,credit_card,Low,Good Loan,8.67,B,33.68,8208.82,632.93,leinster
36211403,2014-12-18,10.0,MORTGAGE,Medium,110000,21000, 60 months,credit_card,Low,Good Loan,11.44,B,14.25,5969.17,461.22,munster
36361539,2014-12-18,10.0,MORTGAGE,Low,92000,18000, 36 months,credit_card,Low,Good Loan,8.67,B,24.03,7760.97,569.64,leinster
37197407,2014-12-18,0.5,RENT,Low,38000,1600, 36 months,other,Low,Good Loan,11.44,B,30.16,1064.86,52.72,ulster
37217148,2014-12-18,10.0,MORTGAGE,Low,65000,20000, 36 months,credit_card,High,Bad Loan,15.59,D,17.97,6257.26,699.1,Northern-Irl
34743343,2014-12-18,5.0,MORTGAGE,Low,60250,6500, 36 months,debt_consolidation,Low,Good Loan,11.44,B,11.1,2783.29,214.16,cannught
36910362,2014-12-18,10.0,MORTGAGE,Low,85000,32500, 60 months,debt_consolidation,High,Good Loan,17.14,D,14.29,10501.13,810.16,leinster
36222022,2014-12-18,6.0,RENT,Low,50000,10000, 36 months,debt_consolidation,Low,Good Loan,11.44,B,27.74,4276.88,329.48,ulster
36808319,2014-12-18,2.0,MORTGAGE,Low,77000,31000, 36 months,debt_consolidation,Low,Bad Loan,6.99,A,14.5,6675.27,957.05,Northern-Irl
37187920,2014-12-19,10.0,RENT,Low,30000,9250, 36 months,debt_consolidation,High,Good Loan,13.66,C,23.82,4083.04,314.62,ulster
37830850,2014-12-19,10.0,MORTGAGE,Low,72000,30000, 60 months,debt_consolidation,High,Good Loan,21.99,E,24.7,10533.72,828.4,cannught
37710554,2014-12-19,6.0,MORTGAGE,Medium,200000,25000, 36 months,credit_card,Low,Good Loan,8.19,A,23.18,10190.18,785.61,munster
36340903,2014-12-19,5.0,MORTGAGE,Medium,160000,2400, 36 months,debt_consolidation,High,Good Loan,18.54,E,23.4,2789.54,87.42,Northern-Irl
36430504,2014-12-19,6.05,MORTGAGE,Low,52380,10200, 60 months,debt_consolidation,High,Good Loan,14.31,C,23.28,3098.63,238.98,Northern-Irl
36763339,2014-12-19,2.0,RENT,Low,78000,12000, 36 months,debt_consolidation,Low,Good Loan,9.49,B,24.31,12992.8,384.34,munster
37800583,2014-12-19,0.5,OWN,Low,55000,11875, 36 months,credit_card,High,Good Loan,14.31,C,26.23,12758.44,407.65,ulster
37377143,2014-12-19,10.0,RENT,Low,45000,10000, 36 months,moving,Low,Good Loan,10.49,B,13.01,4218.91,324.98,Northern-Irl
37021189,2014-12-19,2.0,RENT,Low,47840,20050, 60 months,credit_card,Low,Good Loan,12.39,C,27.52,5835.81,449.97,munster
37087374,2014-12-19,0.5,RENT,Low,56000,16000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,12.82,6528.99,502.79,ulster
37507167,2014-12-19,0.5,RENT,Low,55000,14400, 60 months,debt_consolidation,High,Good Loan,17.86,D,16.33,4725.12,364.57,ulster
36119360,2014-12-19,0.5,OWN,Low,45000,13475, 36 months,house,High,Bad Loan,17.14,D,19.08,3356.69,481.36,munster
36301353,2014-12-19,10.0,MORTGAGE,Low,82000,10000, 60 months,small_business,High,Good Loan,15.99,D,11.9,10312.42,243.13,leinster
37307343,2014-12-19,4.0,RENT,Low,45000,12000, 36 months,credit_card,Low,Good Loan,11.99,B,16.07,5164.77,398.52,ulster
37267983,2014-12-19,1.0,RENT,Low,61170,6000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,18.44,2431.24,199.26,munster
37107361,2014-12-19,10.0,MORTGAGE,Low,70000,20000, 60 months,debt_consolidation,High,Good Loan,19.24,E,30.02,6757.6,521.46,munster
37790998,2014-12-19,10.0,OWN,Low,45000,10000, 60 months,debt_consolidation,High,Good Loan,20.99,E,22.29,3234.1,270.48,Northern-Irl
36019337,2014-12-19,5.0,MORTGAGE,Low,70000,20000, 60 months,debt_consolidation,Low,Good Loan,12.39,C,6.5,5821.28,448.85,ulster
37257737,2014-12-19,1.0,MORTGAGE,Medium,185000,9525, 36 months,home_improvement,High,Good Loan,17.14,D,9.13,4414.31,340.26,munster
37821698,2014-12-19,8.0,MORTGAGE,High,580000,15000, 36 months,home_improvement,Low,Good Loan,11.44,B,2.12,16009.56,494.22,munster
37147749,2014-12-19,7.0,RENT,Low,35000,12000, 36 months,debt_consolidation,Low,Good Loan,6.49,A,17.25,4776.29,367.74,ulster
36890207,2014-12-19,10.0,RENT,Low,39350,9000, 36 months,debt_consolidation,Low,Good Loan,12.39,C,3.02,3901.73,300.61,cannught
36049301,2014-12-19,4.0,MORTGAGE,Low,65000,20000, 60 months,debt_consolidation,High,Good Loan,15.59,D,24.63,6248.94,482.02,ulster
36370537,2014-12-19,10.0,MORTGAGE,Medium,133000,30000, 36 months,credit_card,High,Good Loan,13.66,C,19.42,13242.3,1020.39,Northern-Irl
36200647,2014-12-19,9.0,MORTGAGE,Low,91000,25000, 60 months,debt_consolidation,High,Bad Loan,19.24,E,24.91,3232.38,651.82,munster
35916864,2014-12-19,10.0,MORTGAGE,Low,40000,14750, 60 months,credit_card,High,Good Loan,15.59,D,10.17,4595.82,355.49,Northern-Irl
37780375,2014-12-19,10.0,RENT,Low,48500,20000, 60 months,debt_consolidation,High,Bad Loan,19.99,E,16.36,4723.51,529.77,Northern-Irl
36149478,2014-12-19,1.0,RENT,Low,90000,10000, 36 months,vacation,Low,Good Loan,10.49,B,10.29,3888.1,324.98,Northern-Irl
37097965,2014-12-19,2.0,MORTGAGE,Low,75000,8000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,8.18,8415.38,251.4,Northern-Irl
36840237,2014-12-19,2.0,MORTGAGE,Low,60000,20400, 36 months,other,High,Good Loan,17.86,D,17.96,9528.56,736.08,cannught
37831100,2014-12-19,10.0,MORTGAGE,Low,85965,8125, 36 months,other,Low,Good Loan,6.03,A,6.68,2964.76,247.29,munster
35989729,2014-12-19,7.0,RENT,Low,52000,15000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,11.91,4326.81,333.6,cannught
36960168,2014-12-19,10.0,RENT,Low,84000,35000, 36 months,debt_consolidation,High,Good Loan,17.86,D,35.1,16347.98,1262.88,munster
36491098,2014-12-19,10.0,MORTGAGE,Low,49000,12000, 60 months,debt_consolidation,High,Good Loan,15.59,D,15.99,3738.94,289.21,cannught
36089548,2014-12-19,10.0,OWN,Low,98000,35000, 36 months,home_improvement,Low,Good Loan,9.49,B,3.87,14535.96,1120.99,leinster
36753286,2014-12-19,10.0,OWN,Low,24000,10975, 36 months,credit_card,Low,Good Loan,10.49,B,14.3,4630.31,356.67,cannught
37681573,2014-12-19,10.0,MORTGAGE,Low,84000,30225, 60 months,debt_consolidation,High,Bad Loan,17.14,D,17.22,6709.1,753.45,munster
36231298,2014-12-19,0.5,OWN,Low,52000,6000, 36 months,medical,Low,Good Loan,11.99,B,6.76,6520.92,199.26,leinster
36201652,2014-12-19,10.0,OWN,Low,56100,18000, 36 months,home_improvement,Low,Good Loan,6.49,A,5.78,7164.44,551.61,leinster
36280474,2014-12-19,5.0,MORTGAGE,Low,60000,25000, 60 months,debt_consolidation,High,Bad Loan,20.99,E,15.6,6056.65,676.2,leinster
37780647,2014-12-19,4.0,RENT,Low,48000,15200, 36 months,credit_card,Low,Good Loan,7.49,A,21.2,6133.1,472.75,Northern-Irl
36621271,2014-12-19,10.0,MORTGAGE,Low,98543,14500, 36 months,debt_consolidation,Low,Good Loan,7.49,A,12.72,15442.99,450.98,leinster
34653415,2014-12-19,9.0,RENT,Low,46000,19250, 36 months,other,High,Good Loan,17.14,D,22.76,8233.59,687.66,Northern-Irl
37781781,2014-12-19,0.5,MORTGAGE,Low,85000,35000, 36 months,credit_card,Low,Good Loan,8.67,B,18.75,13249.41,1107.63,cannught
37287526,2014-12-19,10.0,MORTGAGE,High,240000,27000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,16.92,10825.8,833.56,leinster
37257508,2014-12-19,7.0,RENT,Low,66000,10000, 36 months,debt_consolidation,Low,Bad Loan,11.99,B,36.95,3978.54,332.1,munster
